Cityname,Year,Month,disDay,disQuantity(ton),disCount
Busan,2017,07,Mon,1.61925,1291
Busan,2017,07,Tues,1.1997,977
Busan,2017,07,Wed,1.2603,1024
Busan,2017,07,Thu,1.11935,981
Busan,2017,07,Fri,1.1744,978
Busan,2017,07,Sat,1.57795,1256
Busan,2017,08,Sun,1.056,929
Busan,2017,08,Mon,1.10775,932
Busan,2017,08,Tues,1.36285,1244
Busan,2017,08,Wed,1.3228,1191
Busan,2017,08,Thu,1.43755,1226
Busan,2017,08,Fri,1.0746,948
Busan,2017,08,Sat,1.1115,958
Busan,2017,09,Sun,1.11195,946
Busan,2017,09,Mon,1.05195,970
Busan,2017,09,Tues,1.06115,998
Busan,2017,09,Wed,0.9222,852
Busan,2017,09,Thu,1.13405,979
Busan,2017,09,Fri,1.23535,1114
Busan,2017,09,Sat,1.2726,1186
Busan,2017,10,Sun,1.46835,1098
Busan,2017,10,Mon,1.6526,1296
Busan,2017,10,Tues,1.64345,1321
Busan,2017,10,Wed,1.1822,924
Busan,2017,10,Thu,1.0253,843
Busan,2017,10,Fri,1.1394,916
Busan,2017,10,Sat,1.12585,937
Busan,2017,11,Sun,1.13055,799
Busan,2017,11,Mon,1.2606,899
Busan,2017,11,Tues,1.11015,884
Busan,2017,11,Wed,1.28885,1015
Busan,2017,11,Thu,1.3806,1035
Busan,2017,11,Fri,1.10255,828
Busan,2017,11,Sat,1.0857,812
Busan,2017,12,Sun,1.50095,935
Busan,2017,12,Mon,1.30935,845
Busan,2017,12,Tues,1.17175,773
Busan,2017,12,Wed,1.0516,779
Busan,2017,12,Thu,0.936,728
Busan,2017,12,Fri,1.26635,894
Busan,2017,12,Sat,1.4465,975
Busan,2018,01,Sun,1.13635,740
Busan,2018,01,Mon,1.2963,949
Busan,2018,01,Tues,1.2838,924
Busan,2018,01,Wed,1.2068,894
Busan,2018,01,Thu,0.89595,650
Busan,2018,01,Fri,1.00945,705
Busan,2018,01,Sat,1.03355,732
Busan,2018,02,Sun,1.0108,672
Busan,2018,02,Mon,1.05875,734
Busan,2018,02,Tues,1.16205,772
Busan,2018,02,Wed,1.1094,765
Busan,2018,02,Thu,1.24735,876
Busan,2018,02,Fri,1.15985,776
Busan,2018,02,Sat,1.1548,768
Busan,2018,03,Sun,1.0157,733
Busan,2018,03,Mon,0.9631,698
Busan,2018,03,Tues,1.01355,777
Busan,2018,03,Wed,0.95265,701
Busan,2018,03,Thu,1.26905,916
Busan,2018,03,Fri,1.20915,907
Busan,2018,03,Sat,1.2334,910
Busan,2018,04,Sun,1.32675,991
Busan,2018,04,Mon,1.1959,930
Busan,2018,04,Tues,1.0692,810
Busan,2018,04,Wed,0.9168,746
Busan,2018,04,Thu,0.90835,769
Busan,2018,04,Fri,0.8112,715
Busan,2018,04,Sat,0.9424,769
Busan,2018,05,Sun,0.86245,732
Busan,2018,05,Mon,1.15655,915
Busan,2018,05,Tues,1.36705,1098
Busan,2018,05,Wed,1.0625,990
Busan,2018,05,Thu,1.1455,1056
Busan,2018,05,Fri,0.8782,792
Busan,2018,05,Sat,0.99525,820
Busan,2018,06,Sun,1.07725,913
Busan,2018,06,Mon,1.16115,982
Busan,2018,06,Tues,0.9028,815
Busan,2018,06,Wed,1.1571,989
Busan,2018,06,Thu,1.05955,935
Busan,2018,06,Fri,1.35605,1162
Busan,2018,06,Sat,1.38505,1092
Busan,2018,07,Sun,1.6073,1302
Busan,2018,07,Mon,1.6322,1350
Busan,2018,07,Tues,1.5106,1269
Busan,2018,07,Wed,1.28275,1145
Busan,2018,07,Thu,1.0482,1004
Busan,2018,07,Fri,1.11235,1027
Busan,2018,07,Sat,1.31495,1037
Busan,2018,08,Sun,1.00385,961
Busan,2018,08,Mon,1.0491,1003
Busan,2018,08,Tues,1.055,1014
Busan,2018,08,Wed,1.3271,1260
Busan,2018,08,Thu,1.25435,1254
Busan,2018,08,Fri,1.2765,1245
Busan,2018,08,Sat,0.98535,993
Busan,2018,09,Sun,1.60235,1416
Busan,2018,09,Mon,1.2635,1068
Busan,2018,09,Tues,1.1235,1037
Busan,2018,09,Wed,1.0504,986
Busan,2018,09,Thu,0.97615,933
Busan,2018,09,Fri,0.90985,928
Busan,2018,09,Sat,1.41215,1261
Busan,2018,10,Sun,1.04775,899
Busan,2018,10,Mon,1.1991,1182
Busan,2018,10,Tues,1.12345,1109
Busan,2018,10,Wed,1.17175,1117
Busan,2018,10,Thu,0.8984,895
Busan,2018,10,Fri,0.8363,819
Busan,2018,10,Sat,0.91295,841
Busan,2018,11,Sun,1.15995,857
Busan,2018,11,Mon,1.18985,942
Busan,2018,11,Tues,1.0708,877
Busan,2018,11,Wed,1.02455,856
Busan,2018,11,Thu,1.22225,1020
Busan,2018,11,Fri,1.2458,1079
Busan,2018,11,Sat,1.01845,807
Busan,2018,12,Sun,1.54305,1005
Busan,2018,12,Mon,1.4482,1054
Busan,2018,12,Tues,1.0412,810
Busan,2018,12,Wed,1.18015,812
Busan,2018,12,Thu,1.00465,773
Busan,2018,12,Fri,0.8943,743
Busan,2018,12,Sat,1.47915,998
Busan,2019,01,Sun,0.93245,652
Busan,2019,01,Mon,1.08825,800
Busan,2019,01,Tues,1.20635,923
Busan,2019,01,Wed,1.1721,921
Busan,2019,01,Thu,1.2323,902
Busan,2019,01,Fri,0.9033,731
Busan,2019,01,Sat,0.8901,691
Busan,2019,02,Sun,1.15375,816
Busan,2019,02,Mon,1.45845,1006
Busan,2019,02,Tues,1.08115,755
Busan,2019,02,Wed,1.1023,829
Busan,2019,02,Thu,1.00155,775
Busan,2019,02,Fri,0.97265,740
Busan,2019,02,Sat,1.19265,833
Busan,2019,03,Sun,1.2944,911
Busan,2019,03,Mon,1.083,825
Busan,2019,03,Tues,0.83545,694
Busan,2019,03,Wed,0.72775,625
Busan,2019,03,Thu,0.90065,724
Busan,2019,03,Fri,1.1134,909
Busan,2019,03,Sat,1.2334,965
Busan,2019,04,Sun,1.14825,801
Busan,2019,04,Mon,1.4079,1047
Busan,2019,04,Tues,1.2774,1005
Busan,2019,04,Wed,0.97545,775
Busan,2019,04,Thu,0.9335,756
Busan,2019,04,Fri,0.8782,711
Busan,2019,04,Sat,1.0189,797
Busan,2019,05,Sun,1.23415,857
Busan,2019,05,Mon,1.01555,841
Busan,2019,05,Tues,1.1622,920
Busan,2019,05,Wed,1.2698,1048
Busan,2019,05,Thu,1.31425,1129
Busan,2019,05,Fri,1.28975,1065
Busan,2019,05,Sat,1.15345,883
Busan,2019,06,Sun,1.73755,1250
Busan,2019,06,Mon,1.3028,988
Busan,2019,06,Tues,1.20845,988
Busan,2019,06,Wed,1.01665,868
Busan,2019,06,Thu,1.17855,984
Busan,2019,06,Fri,1.1266,909
Busan,2019,06,Sat,1.38755,1115
Busan,2019,07,Sun,1.53155,1081
Busan,2019,07,Mon,1.5038,1268
Busan,2019,07,Tues,1.51205,1298
Busan,2019,07,Wed,1.41625,1200
Busan,2019,07,Thu,1.2361,1022
Busan,2019,07,Fri,1.2512,988
Busan,2019,07,Sat,1.32575,984
Busan,2019,08,Sun,1.36745,1065
Busan,2019,08,Mon,1.3767,1070
Busan,2019,08,Tues,0.95495,870
Busan,2019,08,Wed,1.15755,1039
Busan,2019,08,Thu,1.5395,1316
Busan,2019,08,Fri,1.59385,1291
Busan,2019,08,Sat,1.74165,1350
Busan,2019,09,Sun,1.52945,1169
Busan,2019,09,Mon,1.6664,1272
Busan,2019,09,Tues,1.26775,1098
Busan,2019,09,Wed,1.226,1064
Busan,2019,09,Thu,1.4673,1210
Busan,2019,09,Fri,1.33625,1069
Busan,2019,09,Sat,1.07215,860
Busan,2019,10,Sun,1.1315,913
Busan,2019,10,Mon,1.0808,939
Busan,2019,10,Tues,1.21575,1148
Busan,2019,10,Wed,1.0292,988
Busan,2019,10,Thu,1.39325,1221
Busan,2019,10,Fri,0.9539,868
Busan,2019,10,Sat,1.01565,901
Busan,2019,11,Sun,1.20205,884
Busan,2019,11,Mon,1.2831,955
Busan,2019,11,Tues,1.0503,878
Busan,2019,11,Wed,1.1548,921
Busan,2019,11,Thu,0.97005,813
Busan,2019,11,Fri,1.28415,1106
Busan,2019,11,Sat,1.37255,1016
Busan,2019,12,Sun,1.5054,986
Busan,2019,12,Mon,1.6254,1115
Busan,2019,12,Tues,1.3126,1025
Busan,2019,12,Wed,1.1504,854
Busan,2019,12,Thu,1.06295,811
Busan,2019,12,Fri,1.145,817
Busan,2019,12,Sat,1.27465,819
Busan,2020,01,Sun,1.31785,816
Busan,2020,01,Mon,1.0291,704
Busan,2020,01,Tues,1.2736,861
Busan,2020,01,Wed,1.4193,1042
Busan,2020,01,Thu,1.6107,1130
Busan,2020,01,Fri,1.6106,1144
Busan,2020,01,Sat,1.16065,790
Busan,2020,02,Sun,1.2964,885
Busan,2020,02,Mon,1.13075,791
Busan,2020,02,Tues,0.98195,762
Busan,2020,02,Wed,1.15065,815
Busan,2020,02,Thu,1.16505,847
Busan,2020,02,Fri,1.0089,790
Busan,2020,02,Sat,1.4792,1049
Busan,2020,03,Sun,1.49685,1043
Busan,2020,03,Mon,1.488,1096
Busan,2020,03,Tues,1.3416,1038
Busan,2020,03,Wed,1.08695,878
Busan,2020,03,Thu,0.92145,753
Busan,2020,03,Fri,1.06765,838
Busan,2020,03,Sat,1.13115,823
Busan,2020,04,Sun,0.98765,704
Busan,2020,04,Mon,1.22155,930
Busan,2020,04,Tues,1.10035,874
Busan,2020,04,Wed,1.23445,1016
Busan,2020,04,Thu,1.3155,1037
Busan,2020,04,Fri,0.9609,782
Busan,2020,04,Sat,1.12585,862
Busan,2020,05,Sun,1.61975,1157
Busan,2020,05,Mon,1.26685,977
Busan,2020,05,Tues,1.22365,943
Busan,2020,05,Wed,1.02635,894
Busan,2020,05,Thu,1.00305,837
Busan,2020,05,Fri,1.2843,1038
Busan,2020,05,Sat,1.49055,1128
Busan,2020,06,Sun,1.45885,1060
Busan,2020,06,Mon,1.59675,1242
Busan,2020,06,Tues,1.5503,1347
Busan,2020,06,Wed,1.1286,949
Busan,2020,06,Thu,1.1067,911
Busan,2020,06,Fri,1.1913,1001
Busan,2020,06,Sat,1.24595,964
Busan,2020,07,Sun,1.34305,1043
Busan,2020,07,Mon,1.29425,1022
Busan,2020,07,Tues,1.3193,1080
Busan,2020,07,Wed,1.49175,1314
Busan,2020,07,Thu,1.39545,1224
Busan,2020,07,Fri,1.57995,1347
Busan,2020,07,Sat,1.36775,1150
Busan,2020,08,Sun,1.7866,1411
Busan,2020,08,Mon,1.68945,1431
Busan,2020,08,Tues,1.3501,1157
Busan,2020,08,Wed,1.2047,1093
Busan,2020,08,Thu,1.23845,1175
Busan,2020,08,Fri,1.16305,1080
Busan,2020,08,Sat,1.74865,1437
Busan,2020,09,Sun,1.4287,1163
Busan,2020,09,Mon,1.1739,1080
Busan,2020,09,Tues,1.6253,1552
Busan,2020,09,Wed,1.54575,1446
Busan,2020,09,Thu,1.0708,1034
Busan,2020,09,Fri,1.0313,1062
Busan,2020,09,Sat,1.1777,1088
Busan,2020,10,Sun,1.4241,1134
Busan,2020,10,Mon,1.14295,1053
Busan,2020,10,Tues,1.11665,1073
Busan,2020,10,Wed,0.9968,965
Busan,2020,10,Thu,1.51945,1336
Busan,2020,10,Fri,1.44755,1308
Busan,2020,10,Sat,1.57715,1314
Busan,2020,11,Sun,1.88315,1367
Busan,2020,11,Mon,1.66985,1261
Busan,2020,11,Tues,1.27115,1039
Busan,2020,11,Wed,1.0684,954
Busan,2020,11,Thu,1.143,944
Busan,2020,11,Fri,1.1547,989
Busan,2020,11,Sat,1.37805,1015
Busan,2020,12,Sun,1.6757,1046
Busan,2020,12,Mon,1.4333,987
Busan,2020,12,Tues,1.53675,1189
Busan,2020,12,Wed,1.6042,1190
Busan,2020,12,Thu,1.6534,1236
Busan,2020,12,Fri,1.32425,1004
Busan,2020,12,Sat,1.5669,1039
