Year,Month,Hour,disQuantity(ton),disCount
2020,06,04,359.313019,147632
2020,06,05,1302.601807,607791
2020,06,06,2888.780772,1267588
2020,06,07,3687.84587,2115092
2020,06,08,4289.676611,2679173
2020,06,09,4524.276512,2651524
2020,06,10,4027.715254,2305140
2020,06,11,3456.067404,2022222
2020,06,12,3387.417007,2013406
2020,06,13,3830.493248,2071179
2020,06,14,3659.867408,1986157
2020,06,15,3558.909123,2090129
2020,06,16,3784.586501,2230905
2020,06,17,4037.386039,2399885
2020,06,18,4647.966802,2861138
2020,06,19,6199.199118,3909494
2020,06,20,6971.524852,4239141
2020,06,21,6334.622148,3706222
2020,06,22,3951.068154,2243764
2020,06,23,2182.831738,1197781
2020,07,00,1122.947663,595304
2020,07,01,489.057591,223125
2020,07,02,276.11421,96840
2020,07,03,216.164343,67652
2020,07,04,372.862844,150796
2020,07,05,1254.724728,589981
2020,07,06,2997.456457,1322847
2020,07,07,3817.884521,2236026
2020,07,08,4417.095267,2824670
2020,07,09,4779.423503,2864590
2020,07,10,4404.949226,2571063
2020,07,11,3835.463641,2289308
2020,07,12,3744.819209,2291780
2020,07,13,4228.026029,2376696
2020,07,14,4058.475507,2283547
2020,07,15,3942.435827,2390218
2020,07,16,4134.313363,2506300
2020,07,17,4375.358829,2668405
2020,07,18,5001.428899,3162253
2020,07,19,6581.590093,4257185
2020,07,20,7158.264273,4478443
2020,07,21,6658.325845,4023540
2020,07,22,4188.38885,2448772
2020,07,23,2317.362935,1307322
2020,08,00,1100.68109,620321
2020,08,01,491.312635,238643
2020,08,02,281.274732,104794
2020,08,03,210.740769,72996
2020,08,04,375.21218,151448
2020,08,05,1076.468773,530488
2020,08,06,2866.059923,1349317
2020,08,07,3651.86772,2232407
2020,08,08,4266.637813,2872162
2020,08,09,4702.341668,2968686
2020,08,10,4380.460256,2720114
2020,08,11,3969.060162,2426377
2020,08,12,3734.731326,2383313
2020,08,13,4159.213028,2439891
2020,08,14,3955.339923,2341286
2020,08,15,3813.625803,2383014
2020,08,16,4025.633198,2537254
2020,08,17,4443.014987,2835937
2020,08,18,5208.38567,3466994
2020,08,19,7038.345619,4792196
2020,08,20,6954.222436,4611654
2020,08,21,6382.116216,4107776
2020,08,22,3963.928732,2469774
2020,08,23,2191.122764,1312000
2020,09,00,874.520908,531588
2020,09,01,371.827821,204185
2020,09,02,212.064367,91325
2020,09,03,158.568542,65081
2020,09,04,324.155641,136028
2020,09,05,826.21394,412365
2020,09,06,2491.501404,1206686
2020,09,07,3286.962345,2101841
2020,09,08,3705.371932,2648072
2020,09,09,4042.137088,2696693
2020,09,10,3795.104085,2494361
2020,09,11,3319.537109,2238577
2020,09,12,3300.789294,2277794
2020,09,13,3809.118005,2421382
2020,09,14,3668.880206,2338694
2020,09,15,3562.557928,2391774
2020,09,16,3744.373837,2531880
2020,09,17,3997.465461,2716929
2020,09,18,4750.848219,3351608
2020,09,19,6158.312675,4435229
2020,09,20,6086.599556,4312421
2020,09,21,5151.069085,3557364
2020,09,22,3188.651399,2135913
2020,09,23,1782.019675,1144616
2020,10,00,871.876326,487929
2020,10,01,371.446162,192050
2020,10,02,228.598144,86168
2020,10,03,179.472813,61877
2020,10,04,350.437229,126490
2020,10,05,772.224729,353195
2020,10,06,2248.134789,984243
2020,10,07,3322.593084,1918478
2020,10,08,3976.406847,2541379
2020,10,09,4369.648634,2727597
2020,10,10,4188.699634,2548229
2020,10,11,3628.985152,2295828
2020,10,12,3569.106691,2288854
2020,10,13,4025.879551,2384929
2020,10,14,3858.92518,2295476
2020,10,15,3760.127426,2353778
2020,10,16,3928.347393,2463641
2020,10,17,4210.015623,2638038
2020,10,18,4800.030047,3082307
2020,10,19,5772.415467,3798441
2020,10,20,5665.000191,3683476
2020,10,21,4725.477067,2993552
2020,10,22,2952.714383,1834928
2020,10,23,1672.389024,1004696
2020,11,00,918.763503,443183
2020,11,01,380.129656,172150
2020,11,02,230.804258,79385
2020,11,03,189.960976,57119
2020,11,04,403.017925,116680
2020,11,05,836.397297,319641
2020,11,06,2167.774651,791002
2020,11,07,3364.802545,1709351
2020,11,08,4251.626063,2350775
2020,11,09,4705.506185,2526198
2020,11,10,4503.145879,2363770
2020,11,11,3957.073956,2154723
2020,11,12,4023.646508,2218821
2020,11,13,4586.919019,2350415
2020,11,14,4520.588628,2306329
2020,11,15,4551.184233,2417778
2020,11,16,4755.357889,2533886
2020,11,17,5070.010231,2672840
2020,11,18,5236.133541,2848424
2020,11,19,6148.912092,3473941
2020,11,20,5975.352806,3356430
2020,11,21,5133.237403,2791722
2020,11,22,3234.209846,1718339
2020,11,23,1853.989328,950390
2020,12,00,853.180662,423448
2020,12,01,364.866794,170321
2020,12,02,196.747481,75751
2020,12,03,125.472096,51112
2020,12,04,327.987423,98967
2020,12,05,703.297767,261548
2020,12,06,1796.501359,633540
2020,12,07,2843.354763,1412767
2020,12,08,3741.353148,2021662
2020,12,09,4285.782843,2252163
2020,12,10,4436.406481,2332203
2020,12,11,4116.549407,2257373
2020,12,12,4328.613078,2416310
2020,12,13,5103.845238,2691678
2020,12,14,5085.138485,2671143
2020,12,15,4897.515114,2626753
2020,12,16,5030.728155,2670963
2020,12,17,5233.255787,2726625
2020,12,18,5177.610337,2783407
2020,12,19,6015.166968,3369493
2020,12,20,5763.760261,3209165
2020,12,21,4880.637594,2649971
2020,12,22,2900.632118,1553921
2020,12,23,1695.444096,882708
